date,ind,ind_d
1857,0.3797868,0.1135197
1858,0.3118566,-0.0679302
1859,0.169875,-0.1419816
1860,0.2831675,0.1132925
1861,0.144829,-0.1383385
1862,0.0909275,-0.0539014
1863,0.2160877,0.1251601
1864,0.1488709,-0.0672168
1865,0.2755762,0.1267054
1866,0.2443563,-0.03122
1867,0.2778721,0.0335159
1868,0.2449332,-0.0329389
1869,0.1598867,-0.0850465
1870,0.1319774,-0.0279093
1871,0.2669618,0.1349844
1872,0.2685993,0.0016375
1873,0.1661624,-0.1024369
1874,0.3389899,0.1728275
1875,0.1679377,-0.1710522
1876,0.0572768,-0.1106608
1877,0.2506624,0.1933856
1878,0.316171,0.0655086
1879,0.3023006,-0.0138704
1880,0.2766374,-0.0256632
1881,0.3552912,0.0786539
1882,0.4097245,0.0544332
1883,0.5293124,0.1195879
1884,0.3614203,-0.1678921
1885,0.5768623,0.215442
1886,0.5174539,-0.0594084
1887,0.482168,-0.0352859
1888,0.6791844,0.1970164
1889,0.5063921,-0.1727923
1890,0.4311046,-0.0752876
1891,0.539523,0.1084184
1892,0.4235084,-0.1160146
1893,0.3773439,-0.0461645
1894,0.3489295,-0.0284144
1895,0.3804092,0.0314797
1896,0.3925661,0.0121569
1897,0.3884634,-0.0041026
1898,0.4790295,0.0905661
1899,0.3512187,-0.1278108
1900,0.2863916,-0.0648271
1901,0.3677904,0.0813988
1902,0.5594034,0.191613
1903,0.8435791,0.2841757
1904,0.8132623,-0.0303168
1905,0.856396,0.0431337
1906,0.8832396,0.0268435
1907,0.9519227,0.0686831
1908,0.7965803,-0.1553424
1909,0.8214968,0.0249165
1910,0.865637,0.0441402
1911,0.9199693,0.0543323
1912,0.8499104,-0.0700589
1913,0.8414858,-0.0084246
1914,0.8028178,-0.038668
1915,0.721952,-0.0808659
1916,0.5321015,-0.1898505
1917,0.5115758,-0.0205257
1918,0.4435561,-0.0680197
1919,0.3970771,-0.046479
1920,0.4371891,0.040112
1921,0.5368878,0.0996988
1922,0.4907437,-0.0461441
1923,0.6427405,0.1519969
1924,0.6321557,-0.0105849
1925,0.8397858,0.2076302
1926,0.7123665,-0.1274194
1927,0.7551783,0.0428119
1928,0.636652,-0.1185263
1929,0.6711437,0.0344917
1930,0.6869754,0.0158317
1931,0.7709793,0.084004
1932,0.693292,-0.0776873
1933,0.7070693,0.0137773
1934,0.7394343,0.032365
1935,0.5499918,-0.1894425
1936,0.6225239,0.0725321
1937,0.6311537,0.0086298
1938,0.4750058,-0.1561479
1939,0.6636219,0.1886161
1940,0.6786356,0.0150137
1941,0.5357576,-0.142878
1942,0.674002,0.1382444
1943,0.6242045,-0.0497975
1944,0.2899979,-0.3342066
1945,0.370269,0.0802712
1946,0.5095368,0.1392678
1947,0.5784812,0.0689444
